archivo,empresa,fecha,descripcion,cantidad,precio_unitario,precio_total, pagina, fecha, empresa, descripcion, cantidad, precio_unitario, precio_total,_norm_archivo,pagina,filename_png
Proforma 0723-2022.pdf,Teleperformance,27 / 09 / 2022,"Lapicero con logo a 1 color impreso Medidas: 13 X 1 cm. Colores: Azul, rojo, negro, verde, anaranjado, amarillo, morado, fucsia, rosado, turquesa y blanco. Teleperform ance",30.0,2.3,69.0,,,,,,,,,,
Proforma 0723-2022.pdf,Teleperformance,27 / 09 / 2022,"Shaker con logo a 1 color impreso Material PP de acabado traslúcido, con batidor de acero inoxidable. Capacidad: 600 ml. Medidas: Altura: 19 cm. Diámetro: 8.5 cm. Teleperform ance",20.0,16.8,336.0,,,,,,,,,,
Proforma 0723-2022.pdf,Teleperformance,27 / 09 / 2022,Parlante bluetooth resistente al agua color blanco con logo a 1 color impreso Teleperform ance,20.0,42.5,850.0,,,,,,,,,,
Proforma 0724-2022.pdf,Blue Marlin Beach,01 / 12 / 2022,"Instalación cableado sala ventas. Instalación de 3 puntos eléctricos con cajas universales y tomacorrientes para los escritorios de ventas, con perforación de escritorio y colocación de pasacables en la carpeta de melamina, el cableado será de manera interna a los escritorios para que no sea visible al público y será pasado en canaletas. 04 cambio de chapas de escritorio",1.0,0.0,0.0,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,"Mouse pad silicona con logo a 1 color impreso. Medidas: 21.5 x 25 cm. Descripción: Pad mouse, interior de silicona en el descanso de la muñeca y base antideslizante de silicona negra. Superficie cubierta de nylon. Teleperfor mance",163.0,17.5,2852.5,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,"Tomatodo logo a 1 color impres.Material acero  inoxidable, con tapa y asa de plástico color negro y sorbete interior Teleperfor mance",163.0,23.5,3830.5,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,Pelota antiestrés con logo a 1 color impreso. Stock variable Teleperfor mance,163.0,4.1,668.3,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,Pop socket con logo a 1 color impreso. Soporte para celular. Diametro 4cm. Con accesorio para pared.Presentacion en bolsa plástica unitaria Teleperfor mance,163.0,2.9,472.7,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,Tarjeta impresa a full color en papel hilo 180 gr. Medida 12 x 8 cm Teleperfor mance,163.0,1.8,293.4,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,"Powerbank 5000 mAh con logo a 1 color impreso. Doble Puerto USB, Medida: 6.2cmx9cm Con Certificación CE, FCC, ROHS Teleperfor mance",163.0,45.4,7400.2,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,Polos manga larga con capucha. Material algodón franela. Con 3 logos Tallas Variadas Teleperfor mance,163.0,79.5,12958.5,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,Canguro material kodracon logo a 1 color bordado Teleperfor mance,163.0,24.5,3993.5,,,,,,,,,,
Proforma 0726-2022.pdf,Teleperformance,01 / 12 / 2022,Parlante mini bluetooth speaker material metal: contiene entrada micro sd output 3 w. Peso 230 g. Diametro 5.8 cm Teleperfor mance,163.0,38.5,6275.5,,,,,,,,,,
Proforma 0727-2022.pdf,Siemens Healthcare,01 / 12 / 2022,Mochilas en material kodra con logo bordado a 1 color. Siemens Healthc are,15.0,45.8,687.0,,,,,,,,,,
Proforma 0727-2022.pdf,Siemens Healthcare,01 / 12 / 2022,"Tomatodo personalizado con logo a 1 color impreso. Material acero  inoxidable, con tapa y asa de plástico color negro y sorbete interior Capacidad: 720 ml. Medidas: Altura: 25.5 cm. Diámetro: 7 cm. Siemens Healthca re",15.0,24.5,367.5,,,,,,,,,,
Proforma 0727-2022.pdf,Siemens Healthcare,01 / 12 / 2022,"Notebook con logo a 1 color impreso Medidas: 14.5 x 21cm Descripción: Libreta cubierta de poliuretano de  80 hojas de papel crema con líneas, banda elástica, marcador de cinta. Colores: Azul,  rojo, verde, gris,blanco,rosado,naranja y negro. Siemens Healthca re",15.0,14.5,217.5,,,,,,,,,,
Proforma 0727-2022.pdf,Siemens Healthcare,01 / 12 / 2022,"Mouse pad con logo a 1 color impreso. Medidas: 21.5 x 25 cm. Descripción: Pad mouse, interior de silicona en el descanso de la muñeca y base antideslizante de silicona negra. Superficie cubierta de nylon. Colores: Azul, rojo y negro. Siemens Healthca re",15.0,14.5,217.5,,,,,,,,,,
Proforma 0727-2022.pdf,Siemens Healthcare,01 / 12 / 2022,"Lapicero metálico con logo a 1 color impreso. Medidas: Largo: 13.5 cm. Diámetro: 1.1 cm. (Aprox.) Diámetro tapa: 1.25 cm. Colores: Azul, rojo, negro, gris gun, plateado brillante y plateado mate. Color de tinta: Líquida color negro Siemens Healthca re",15.0,15.5,232.5,,,,,,,,,,
Proforma 0727-2022.pdf,Siemens Healthcare,01 / 12 / 2022,Lanyard sublimado a full color 2 cm ancho con portafotocheck transparente. Con broche de acero. Siemens Healthca re,15.0,5.5,82.5,,,,,,,,,,
Proforma 0728-2022.pdf,Teleperformance,01 / 12 / 2022,Tercerización curso BLS,1.0,2097.4,2097.46,,,,,,,,,,
Proforma 0729-2022.pdf,Teleperformance,05 / 12 / 2022,Trofeo de vidrio 16 cm Con sticker vinil impreso Imagen referencial Teleporfa mance,45.0,56.0,2520.0,,,,,,,,,,
Proforma 073-2021.pdf,Concar,08 / 03 / 2021,Neceser publicitario Material: Lona Color:Negro Medidas: Altura 15 cm Largo 25 cm Ancho 10cm . Logo bordado a 1 color Linea 1,250.0,12.3,3075.0,,,,,,,,,,
Proforma 073-2021.pdf,Concar,08 / 03 / 2021,Bolsas Notex 80 grms Cosida Medidas 35 cm ancho x 68 cm asa x 7 cm fuelle Dos logos a un color a 1 cara Linea 1,250.0,3.75,937.5,,,,,,,,,,
Proforma 073-2021.pdf,Concar,08 / 03 / 2021,Tomatodo Medidas: Altura 26.50 cm x diámetro 7.5 cm. Descripción: Plástico pvc traslúcido con cuerpo ergonómico Capacidad 750ml. Linea 1,250.0,9.0,2250.0,,,,,,,,,,
Proforma 073-2021.pdf,Concar,08 / 03 / 2021,"Libreta Tamaño A5 Cuaderno tapa dura, anillado de 200 hojas impresas a 1 color Linea 1",250.0,9.5,2300.0,,,,,,,,,,
Proforma 073-2022.pdf,Servicios Creativos,19 / 02 / 2022,"Tomatodo de Aluminio con logo a 1 color impreso, con tapa de plástico negro y sujetador clip de metal del color del tomatodo. Capacidad: 560 ml. Medidas: Altura: 19,2 cm. Diámetro: 7,2 cm. Servicio s",500.0,11.25,5625.0,,,,,,,,,,
Proforma 073-2022B.pdf,Servicios Creativos,21 / 02 / 2022,"Tomatodo de Aluminio con logo a 1 color impreso, con tapa de plástico negro y sujetador clip de metal del color del tomatodo. Capacidad: 560 ml. Medidas: Altura: 19,2 cm. Diámetro: 7,2 cm. Servicio s",500.0,10.15,5075.0,,,,,,,,,,
Proforma 073-2023.pdf,Teleperformance,08/02/2023,Diapositiva 2-3 Vinil pegado sobre carton Medida 10.32 mts ancho  x 2.52 mts alto Teleperfo rmance,1.0,1056.0,1056.0,,,,,,,,,,
Proforma 073-2023.pdf,Teleperformance,08/02/2023,Diapositiva 4 Colgantes en foam medida 40 x 40 cm. Teleperfo rmance,9.0,13.5,121.5,,,,,,,,,,
Proforma 073-2023.pdf,Teleperformance,08/02/2023,Diapositiva 5 Vinil pegado sobre acrilico preexistente Medida 50 x 50 cm. Teleperfo rmance,3.0,25.0,75.0,,,,,,,,,,
Proforma 073-2023.pdf,Teleperformance,08/02/2023,Diapositiva 6 Vinil pegado sobre carton Medida 7.55 mts ancho x 1.13 alto Con aplicaciones de acrilico Teleperfo rmance,1.0,1200.0,1200.0,,,,,,,,,,
Proforma 073-2023.pdf,Teleperformance,08/02/2023,Retiro de materiales instalados y entrega en almacenes cunsac,1.0,200.0,200.0,,,,,,,,,,
Proforma 073-2024.pdf,Oregon Foods,13 / 02 / 2024,Brandeo vinil negro Congeladora medias 1.97 x 0.797 x 1.37 mts Ubicación Wong dos de mayo Oregon Foods,1.0,450.0,450.0,,,,,,,,,,
Proforma 0732-2022.pdf,Layset Sac,06 / 12 / 2022,"Memoria Usb con logo a 1 color impreso. 8gb Medidas: (Estuche) Largo: 11.5 cm. / USB: 8.5 x 3.1 cm. Descripción: Memoria de 8GB en estuche de cuero, con elegante sujetador de metal para llevarlo colgado. Colores: negro, marrón. Presentación del producto: Individual, en caja metálica con eva troquelada color negro. Layset",50.0,35.3,1765.0,,,,,,,,,,
Proforma 0733-2022.pdf,Teleperformance,07 / 12 / 2022,Cabecera de playa con logo a 1 color impreso. Medidas: Altura: 11 cm. Ancho: 17 cm. Esp.: 9.9 cm Teleperfor mance,200.0,6.8,1360.0,,,,,,,,,,
Proforma 0733-2022.pdf,Teleperformance,07 / 12 / 2022,"Mini ventilador con conexión usb Descripción: Ventilador de plástico conexión a PC o también esencial para auto, mediante puerto USB. Medidas: Ancho: 14.5 cm. Alto: 14.5 cm. Teleperfor mance",200.0,14.6,2920.0,,,,,,,,,,
Proforma 0733-2022.pdf,Teleperformance,07 / 12 / 2022,Vaso mug Deportivo con logo a 1 color impreso.Material plástico. Capacidad 430 ml.Medidas 16 cm. x 7.5 cm. x 6 cm. Teleperfor mance,200.0,8.8,1760.0,,,,,,,,,,
Proforma 0733-2022.pdf,Teleperformance,07 / 12 / 2022,"Tomatodo con logo a 1 color impreso Medidas: Altura: 27.5 cm Diámetro: 6.5 cm Descripción:Tomatodo de plástico, cuerpo de color traslúcido, con tapa de color sólido y sorbete interior blanco. Capacidad: 1000 ml. Teleperfor mance",200.0,26.8,5360.0,,,,,,,,,,
Proforma 0733-2022.pdf,Teleperformance,07 / 12 / 2022,Bolsa cambrell con logo a 1 color impreso Medidas 40 x 40 x 15cm Stock variable* Teleperfor mance,200.0,4.4,880.0,,,,,,,,,,
Proforma 0733-2022.pdf,Teleperformance,07 / 12 / 2022,Pelota de playa con logo a 1 color Inflable 50 cm. diámetro aprox. Color traslúcido Teleperfor mance,200.0,8.5,1700.0,,,,,,,,,,
Proforma 0733-2022.pdf,Teleperformance,07 / 12 / 2022,Frisbee collapsible con logo a 1 color impreso. Medidas: Diámetro: 25 cm. (Aprox.) Teleperfor mance,200.0,3.8,760.0,,,,,,,,,,
Proforma 0733-2025.pdf,Teleperformance,31 / 03 / 2025,Caja plástica transparente con tapa Medida 16.8 cm x 32 cm x 42 cm. Reyplast,187.0,19.6,3665.2,,,,,,,,,,
Proforma 0734-2025.pdf,Teleperformance,31 / 03 / 2025,Cajas de cartón triple corrugado Cortadas laser e impresión digital Medida 55 x 24 x 37 TP,20.0,49.0,980.0,,,,,,,,,,
Proforma 0738-2022.pdf,No detectado,14 / 12 / 2022,Llavero metal en forma camión Grabado en 3 lados Presentación en caja negra con troquel a medida Almacenes Sta Clara,1000.0,11.2,11200.0,,,,,,,,,,
Proforma 0739-2022.pdf,Siemens,16 / 12 / 2022,Trofeo de vidrio 16 cm Con logo arenado Teleporfa mance,1.0,85.0,85.0,,,,,,,,,,
Proforma 074-2021.pdf,Siemens,08 / 03 / 2021,Etiqueta de seguridad Medida 12 x 3 cm. Acabado blanco con logo siemens Siemens,500.0,0.5,250.0,,,,,,,,,,
Proforma 074-2021.pdf,Siemens,08 / 03 / 2021,Sobre tamaño A4 . Material papel bond 75gr. Con logo siemens energy Siemens Energy,500.0,0.8,400.0,,,,,,,,,,
Proforma 074-2022.pdf,Sky High,19 / 02 / 2021,"Tomatodo de Aluminio con logo a 1 color impreso, con tapa de plástico negro y sujetador clip de metal del color del tomatodo. Capacidad: 560 ml. Medidas: Altura: 19,2 cm. Diámetro: 7,2 cm. Sky High",500.0,11.25,5625.0,,,,,,,,,,
Proforma 074-2024.pdf,Aldeas Infantiles SOS Perú,13 / 02 / 2024,Alcancias de melamine y acrílico 4mm forradas con vinil de acuerdo a detalles enviados Melamine: Alto 100 cm Ancho 40 cm Largo 40 cm Acrilico Alto 40 cm Ancho 40 cm Largo 40 cm Aldeas Infantiles Celtex superior: Alto 60 cm Ancho 40 cm Con detalle en vinil espejo Envio via terrestre a Cusco Aldeas infantiles,5.0,880.0,4400.0,,,,,,,,,,
Proforma 0741-2022.pdf,Teleperformance,16 / 12 / 2022,Entregas a domicilio incluye embalaje para envío courier,1.0,20412.0,14122.0,,,,,,,,,,
Proforma 0741-2022.pdf,Teleperformance,16 / 12 / 2022,Dirección: Calle Loma Rosa 197 - Surco Teléfono: +51 01-705-9733 / +51 940298633 Email: contacto@tinnova.pe DATOS DE LA EMPRESA PARA ORDEN DE COMPRA Razón Social: TINNOVA SOCIEDAD ANÓNIMA CERRADA,5550.0,0.0,0.0,,,,,,,,,,
Proforma 0742-2022.pdf,,16 / 12 / 2022,"Espejo de cartera con logo a full color en impresión UV Medidas: 7.3 x 6.5 cm. Espesor: 1.5 cm. (Aprox.) Descripción: Doble espejo de cartera plástico: uno convencional y uno de aumento. Presentación del producto: Individual, en bolsita plástica transparente. Dra Karen Bustamant e",100.0,5.4,540.0,,,,,,,,,,
Proforma 0742-2022.pdf,,16 / 12 / 2022,"Espejo de cartera con logo a full color en impresión UV Medidas: 7.3 x 6.5 cm. Espesor: 1.5 cm. (Aprox.) Descripción: Doble espejo de cartera plástico: uno convencional y uno de aumento. Presentación del producto: Individual, en bolsita plástica transparente. Dra Karen Bustaman te",500.0,4.4,2200.0,,,,,,,,,,
Proforma 0743-2022.pdf,Teleperformance,20 / 12 / 2022,"Parlante inteligente Google Nest Mini con control de voz, negro Google",1.0,200.0,200.0,,,,,,,,,,
Proforma 0743-2022.pdf,Teleperformance,20 / 12 / 2022,"Band Fitbit Inspire 2 resistente al agua, máx. 10 días, modos deportivos, negro Mapea información importante de tus entrenamientos o hasta ejecutar acciones de tu celular. Trabaja con una pantalla OLED, podrás revisar la medición de valores corporales, configurar alarma, monitorear el sueño y hasta recibir notificaciones de SMS y llamadas. Es sumergible en el agua hasta por 50 metros y puedes usarlo hasta por 10 días con una sola carga. Fitbit",1.0,360.0,360.0,,,,,,,,,,
Proforma 0743-2022.pdf,Teleperformance,20 / 12 / 2022,"Tablet Lenovo Smart Tab M8 8"" 32GB, 2GB ram, cámara principal 5MP, frontal 2MP, MediaTek Helio A22, 5000 mAh, carga rápida + estación de carga Lenovo",1.0,500.0,500.0,,,,,,,,,,
Proforma 0743-2022.pdf,Teleperformance,20 / 12 / 2022,Roll Screen 2 x 0.85 mts Teleperform ance,2.0,110.0,220.0,,,,,,,,,,
Proforma 0744-2022.pdf,Siemens,20 / 12 / 2022,Dispensador Bidón Oculto Gris Alto 99.5 cm Ancho 31 cm Profundicada,5.0,712.0,3560.0,,,,,,,,,,
Proforma 0744-2022.pdf,Siemens,20 / 12 / 2022,Dispensador de agua Volker,5.0,460.0,2300.0,,,,,,,,,,
Proforma 0745-2022.pdf,Teleperformance,22 / 12 / 2022,Mochilas en material Kodra original con 2 compartimentos y logo bordado a 1 color Teleperform ance,100.0,45.1,4510.0,,,,,,,,,,
Proforma 0745-2022.pdf,Teleperformance,22 / 12 / 2022,Mochilas en material catione con 2 compartimentos y logo bordado a 1 color Teleperform ance,100.0,46.3,4630.0,,,,,,,,,,
Proforma 0745-2022.pdf,Teleperformance,22 / 12 / 2022,Polo con capucha blanco con logo a full color sublimado Material polyester tacto franela Teleperform ance,100.0,75.0,7500.0,,,,,,,,,,
Proforma 0745-2022.pdf,Teleperformance,22 / 12 / 2022,Polo con capucha con estampado a 1 color. Material algodón franela Teleperform ance,100.0,84.0,8400.0,,,,,,,,,,
Proforma 0745-2025.pdf,,03 / 04 / 2025,Mug con logo a 2 colores Capacidad 350 ml Presentación con caja individual,100.0,28.4,2840.0,,,,,,,,,,
Proforma 0745-2025.pdf,,03 / 04 / 2025,Lanyard sublimado a full color Cinta de 2 cm. Con mosquetón giratorio,100.0,3.8,380.0,,,,,,,,,,
Proforma 0745-2025.pdf,,03 / 04 / 2025,Gorras en material drill Con ajuste plástico regulable Logo bordado a 2 colores,100.0,15.0,1500.0,,,,,,,,,,
Proforma 0745-2025.pdf,,03 / 04 / 2025,Bolsa de algodón tocuyo 120 grms Con logo a 2 colores estampado Medidas de la bolsa 41 x 37 x 10 cm fuelle,100.0,8.7,870.0,,,,,,,,,,
Proforma 0746-2022.pdf,Teleperformance,23 / 12 / 2022,Horno microondas Samsung MS23J5133AM/PE 23L Samsung,3.0,640.0,1920.0,,,,,,,,,,
Proforma 0746-2022B.pdf,Teleperformance,23 / 12 / 2022,Horno microondas Samsung MS32J5133AM/PE 32L Samsung,3.0,740.0,3700.0,,,,,,,,,,
Proforma 0747-2022.pdf,Blue Marlin Beach Club,23 / 12 / 2022,Stickers desglosables 2cm de diámetro 1x0 tintas (Negro) Impreso en vinilo Con semicorte Decame ron,1000.0,0.1,100.0,,,,,,,,,,
Proforma 075-2021.pdf,Teleperformance,09 / 03 / 2021,Camiseta original selección Peruana Marathon Nombre personalizado en espalda Marathon,1.0,255.0,255.0,,,,,,,,,,
Proforma 075-2021.pdf,Teleperformance,09 / 03 / 2021,Pelota #5 Marathon FPF Marathon,1.0,35.0,35.0,,,,,,,,,,
Proforma 075-2022.pdf,Siemens Energy,22 / 02 / 2022,Paquetes de focus card. Material papel bond 120gr. con impresión tira y retira Siemens Energy,13.0,35.0,455.0,,,,,,,,,,
Proforma 075-2024.pdf,Unna,13 / 02 / 2024,Osos personalizados de peluche Con camiseta bordada línea 1 En caja blanca de cartón con cinta de agua verde Unna,50.0,55.0,2750.0,,,,,,,,,,
Proforma 0750-2025.pdf,Oregon Foods,28 / 02 / 2025,Brandeo de vinil tipo pizarra Laminado mate 1.30 x 2.80 Con logo impreso Incluye instalación Oregon Foods,1.0,520.0,520.0,,,,,,,,,,
Proforma 0751-2025.pdf,CMAC,07 / 04 / 2025,Llavero pelota antiestrés Con logo a 1 color impreso Diámetro 4 cm. CMAC,70.0,3.5,245.0,,,,,,,,,,
Proforma 0751-2025.pdf,CMAC,07 / 04 / 2025,Pelota antiestrés. Con logo a 1 color impreso Diámetro 6.3 cm. CMAC,70.0,4.2,294.0,,,,,,,,,,
Proforma 0751-2025.pdf,CMAC,07 / 04 / 2025,Muñeco antiestrés Con logo a 1 color impreso Medida 10.5 x 7 cm CMAC,70.0,5.1,357.0,,,,,,,,,,
Proforma 0751-2025.pdf,CMAC,07 / 04 / 2025,Libreta ecológica con lapicero. Logo a 1 color en la libreta. Medida 15 x 10 cm CMAC,70.0,5.8,406.0,,,,,,,,,,
Proforma 076-2021A.pdf,Teleperformance,09 / 03 / 2021,Camiseta original selección Peruana Marathon Nombre personalizado en espalda Marathon,1.0,265.0,265.0,,,,,,,,,,
Proforma 076-2021A.pdf,Teleperformance,09 / 03 / 2021,Pelota #5 Marathon FPF Marathon,1.0,45.0,45.0,,,,,,,,,,
Proforma 076-2021A.pdf,Teleperformance,09 / 03 / 2021,Plumon permanente negro Grueso,1.0,5.7,5.7,,,,,,,,,,
Proforma 076-2021B.pdf,Teleperformance,09 / 03 / 2021,Camiseta original selección Peruana Marathon Nombre personalizado en espalda Marathon,1.0,255.0,255.0,,,,,,,,,,
Proforma 076-2021B.pdf,Teleperformance,09 / 03 / 2021,Pelota #5 Marathon FPF Marathon,1.0,35.0,35.0,,,,,,,,,,
Proforma 076-2021B.pdf,Teleperformance,09 / 03 / 2021,Plumon permanente negro Grueso,1.0,5.5,5.5,,,,,,,,,,
Proforma 076-2022.pdf,Teleperformance,22 / 02 / 2022,Impresión de volantes tira y retira Medida 10.5 x 14.85 cm Material couche 115 gr. Teleperfo rmance,10000.0,0.0067,670.0,,,,,,,,,,
Proforma 076-2022.pdf,Teleperformance,22 / 02 / 2022,"Mascarillas ergonómicas talla standard con elástico. 3 capas Tela externa taslán , cambrel,tela interna algodón Logo sublimado a full color Teleperfo rmance",20.0,12.0,240.0,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 2 Frosted impreso Paño derecho: 0.47 ancho x 2.06 alto Paño izquierdo 0.95 ancho x 2.06 alto,1.0,230.3,230.3,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 15 y 16 Frosted impreso con corte plotter y recuadros en mdf impreso sobre la pared PUERTA DE CABINAS 1_2_3 0.71 ancho x  2.09 alto cada una,1.0,120.0,120.0,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 17 y 18 Frosted impreso con corte plotter y recuadros en mdf impreso sobre la pared PUERTA CABINAS 4_5_6 Puertas 0 71 ancho x 2.10 alto cada puerta,1.0,120.0,120.0,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 26 Frosted impreso con corte ploter Medida: 1 ancho x 2.10 alto,1.0,132.44,132.44,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 29 Por definir Frosted impreso Medida: 1 x 2.10 alto,1.0,162.37,162.37,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 30 Frosted impreso con corte ploter Medida: 1.01 x 2.10 alto,1.0,132.44,132.44,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 45 Frosted impreso con corte plotter Lado derecho 4 metro x 2.22 alto Lado izquierdo 4.70 ancho x 2.22 alto,1.0,407.69,407.69,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 46 Frosted impreso Lado derecho 0.95 ancho x 2.07 alto Lado izquierdo 0.95 ancho x 2.07 alto,1.0,340.98,340.98,,,,,,,,,,
Proforma 076-2023 frosted.pdf,Teleperformance,09 / 02 / 2023,Frosted impreso Medida: 1.64 ancho x 2.10 alto,1.0,215.02,215.02,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 2 Frosted impreso Paño derecho: 0.47 ancho x 2.06 alto Paño izquierdo 0.95 ancho x 2.06 alto,1.0,230.3,230.3,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 15 y 16 Frosted impreso con corte plotter y recuadros en mdf impreso sobre la pared PUERTA DE CABINAS 1_2_3 0.71 ancho x  2.09 alto cada una,1.0,120.0,120.0,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 17 y 18 Frosted impreso con corte plotter y recuadros en mdf impreso sobre la pared PUERTA CABINAS 4_5_6 Puertas 0 71 ancho x 2.10 alto cada puerta,1.0,120.0,120.0,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 26 Frosted impreso con corte ploter Medida: 1 ancho x 2.10 alto,1.0,132.44,132.44,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 29 Por definir Frosted impreso Medida: 1 x 2.10 alto,1.0,162.37,162.37,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 30 Frosted impreso con corte ploter Medida: 1.01 x 2.10 alto,1.0,132.44,132.44,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 45 Frosted impreso con corte plotter Lado derecho 4 metro x 2.22 alto Lado izquierdo 4.70 ancho x 2.22 alto,1.0,407.69,407.69,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 46 Frosted impreso Lado derecho 0.95 ancho x 2.07 alto Lado izquierdo 0.95 ancho x 2.07 alto,1.0,340.98,340.98,,,,,,,,,,
Proforma 076-2023.pdf,Teleperformance,09 / 02 / 2023,Frosted impreso Medida: 1.64 ancho x 2.10 alto,1.0,215.02,215.02,,,,,,,,,,
Proforma 0764-2025.pdf,Teleperformance,22 / 04 / 2025,"Reemplazo y de 5 acrilicos para pizarra, grosor 3mm. Medida 1.20 x 0.80 mts.",5.0,170.0,850.0,,,,,,,,,,
Proforma 0764-2025B.pdf,Teleperformance,22 / 04 / 2025,"Reemplazo y de 5 acrilicos para pizarra, grosor 3mm. Medida 1.20 x 0.80 mts.Incluye despacho en SJl",5.0,190.0,950.0,,,,,,,,,,
Proforma 077-2021.pdf,Teleperformance,10 / 03 / 2021,Camiseta original selección Peruana Marathon Nombre personalizado en espalda con número Marathon,1.0,265.0,265.0,,,,,,,,,,
Proforma 077-2021.pdf,Teleperformance,10 / 03 / 2021,Pelota #5 Marathon FPF Marathon,1.0,35.0,35.0,,,,,,,,,,
Proforma 077-2021.pdf,Teleperformance,10 / 03 / 2021,Plumon permanente negro Delgado,1.0,5.5,5.5,,,,,,,,,,
Proforma 077-2022.pdf,Siemens,22 / 02 / 2022,Stickers autoadhesivos en vinil. Tamaño 5.5 cm. Troquelado en plancha Siemens,100.0,1.0,100.0,,,,,,,,,,
Proforma 077-2022.pdf,Siemens,22 / 02 / 2022,Pin metálico medida 5.5 cm. Siemens,100.0,1.2,120.0,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,"Diapositiva 3 Pared en follaje artificial con listones de madera retroiluminados y logo TP en acrílico luminoso Lado derecho : 4.94 ancho x 2.55 alto  Lado izq :2.24 ancho x 2.55 alto Follaje con estructura malla pvc, listones con laca selladora para protección ante humedad",1.0,7412.76,0.0,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 5 Vinilo impreso textura ladrillo (espacio de lockers) Lado derecho 2.96 x 2.55 alto,1.0,272.29,272.29,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 6 Vinilo impreso textura ladrillo con letrero en acrílico plano Medida: 3.03 ancho x 2.55 alto,1.0,987.57,987.57,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 8 Vinilo impreso sobre pared con rejilla metálica y monograma en neonflex + letrero en acrílico dorado Lado derecho :2.24 ancho x 2.55 alto Lado izquierdo: 2.58 x 2.55 alto Con canaletas metálicas para neon flex,1.0,3871.93,0.0,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 10 Vinilo impreso con líneas en neonflex + letrero y triángulos dorados y plateados en acrílico plano Pared: 10.60 ancho x 2.55 alto Con canaletas metálicas para neon flex,1.0,2404.02,0.0,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 13 Vinilo impreso – textura de ladrillo con líneas x 3 und adelante y atrás 0.85 ancho x2.55 alto costados derecha y izquierda 1.05 ancho x 2.55 alto,3.0,264.2,792.6,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 14 Estructura metálica en color dorado con letrero en neonflex (Good is never Good enough) Medida: 3.26 x 2.55 alto Cartel led con base de acrílico traslucido,1.0,4353.34,0.0,,,,,,,,,,
Proforma 077-2023 Sin frosted.pdf,Teleperformance,09 / 02 / 2023,Diapositiva 17 y 18 FONDO DE CADA CABINAS _3 FONDOS Medidas: 1.14 ancho x 2.40 alto Cuadros entamborados con marco de 3 cm pintado de negro,1.0,228.0,228.0,,,,,,,,,,
